Age,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_(days/week),Experience_Level,BMI,BMI_fixed,Duration_Category,Intensity,HRR,Hydration_Ratio,BPM_Efficiency,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Workout_Type_\nStrength,Workout_Type_\tCardio,Workout_Type_\tYoga,cluster,cluster_label
34.0,79.3,1.65,181.0,149.0,64.0,1.4,501.0,12.0,2.3,2.0,1.0,24.84,29.12764003673095,Medium,357.8571428571429,117.0,0.029003783102143757,0.8232044198895028,False,True,False,False,False,False,False,-1,Active
18.0,40.0,1.88,165.0,145.0,71.0,1.59,1121.0,22.6,3.4,2.0,1.0,14.1,11.317338162064283,Long,705.0314465408804,94.0,0.08499999999999999,0.8787878787878788,False,False,False,False,True,False,False,-1,Active
35.0,75.7,1.74,189.0,136.0,74.0,1.7,854.0,24.0,1.5,2.0,2.0,12.47,25.003302946228036,Long,502.3529411764706,115.0,0.019815059445178335,0.7195767195767195,True,True,False,False,False,False,False,-1,Active
29.0,82.5,1.79,190.0,132.0,69.0,0.9,664.0,10.0,2.3,2.0,1.0,34.85,25.748260041821418,Medium,737.7777777777777,121.0,0.027878787878787878,0.6947368421052632,True,False,False,True,False,False,False,-1,Active
19.0,40.0,1.84,199.0,123.0,74.0,1.34,904.0,30.2,3.1,3.0,1.0,16.34,11.814744801512287,Medium,674.6268656716418,125.0,0.0775,0.6180904522613065,True,False,False,False,False,False,False,-1,Active
20.0,73.0,1.59,175.0,165.0,70.0,0.96,869.0,30.1,3.0,5.0,1.0,15.01,28.875440053795337,Medium,905.2083333333334,105.0,0.0410958904109589,0.9428571428571428,False,False,False,False,False,False,False,-1,Active
23.0,56.5,1.97,169.0,151.0,56.0,2.0,1380.0,28.6,2.6,3.0,2.0,13.2,14.558478703393543,Long,690.0,113.0,0.04601769911504425,0.893491124260355,False,False,True,False,False,False,False,0,Active
33.0,78.7,1.61,193.0,137.0,55.0,0.93,1668.0,24.5,2.3,,2.0,19.47,30.361482967478103,Medium,1793.5483870967741,138.0,0.02922490470139771,0.7098445595854922,True,False,True,False,False,False,False,2,Moderate
27.0,75.4,1.58,192.0,169.0,63.0,1.3,1386.0,16.9,3.6,3.0,1.0,15.63,30.203493029963145,Medium,1066.1538461538462,129.0,0.04774535809018567,0.8802083333333334,True,False,True,False,False,False,False,0,Active
48.0,59.6,1.78,181.0,152.0,53.0,1.65,1741.0,23.2,3.3,4.0,1.0,12.32,18.810756217649285,Long,1055.1515151515152,128.0,0.05536912751677852,0.8397790055248618,True,False,True,False,False,False,False,0,Active
29.0,57.2,1.84,168.0,141.0,74.0,1.56,303.0,16.8,2.4,5.0,3.0,29.68,16.895085066162572,Long,194.23076923076923,94.0,0.04195804195804195,0.8392857142857143,False,False,False,True,False,False,False,-1,Active
39.0,74.3,1.63,178.0,169.0,57.0,1.35,1376.0,25.9,3.2,3.0,3.0,20.29,27.96492152508563,Medium,1019.2592592592592,121.0,0.04306864064602962,0.949438202247191,False,False,False,True,False,False,False,-1,Active
54.0,63.8,1.92,188.0,131.0,57.0,0.98,1117.0,20.7,1.6,5.0,2.0,26.75,17.30685763888889,Medium,1139.795918367347,131.0,0.025078369905956115,0.6968085106382979,True,True,False,False,False,False,False,2,Moderate
21.0,45.1,1.87,192.0,138.0,69.0,1.89,1071.0,25.8,2.3,5.0,2.0,19.64,12.897137464611511,Long,566.6666666666667,123.0,0.050997782705099776,0.71875,False,False,False,False,False,False,False,0,Active
58.0,59.0,1.78,166.0,144.0,74.0,1.47,1152.0,28.9,3.4,5.0,2.0,22.67,18.621386188612547,Medium,783.6734693877551,92.0,0.0576271186440678,0.8674698795180723,False,False,True,False,False,False,False,-1,Active
20.0,57.1,1.66,168.0,146.0,74.0,1.17,1040.0,24.6,3.5,2.0,2.0,17.57,20.72143997677457,Medium,888.8888888888889,94.0,0.06129597197898424,0.8690476190476191,True,False,False,False,False,False,False,-1,Active
43.0,68.8,1.79,188.0,122.0,73.0,1.56,350.0,23.4,1.5,4.0,1.0,14.27,21.472488374270466,Long,224.35897435897436,115.0,0.02180232558139535,0.648936170212766,True,True,False,False,False,False,False,-1,Active
55.0,98.6,1.6,197.0,167.0,74.0,1.16,802.0,22.1,2.9,4.0,2.0,14.29,38.51562499999999,Medium,691.3793103448277,123.0,0.029411764705882353,0.8477157360406091,False,True,False,False,False,False,False,0,Active
36.0,45.8,1.59,177.0,126.0,74.0,0.92,1221.0,32.9,3.0,3.0,3.0,30.03,18.116371978956526,Medium,1327.1739130434783,103.0,0.06550218340611354,0.711864406779661,True,False,True,False,False,False,False,-1,Active
53.0,47.5,1.66,166.0,156.0,55.0,1.1,1766.0,22.5,1.6,3.0,1.0,32.14,17.237625199593555,Medium,1605.4545454545453,111.0,0.03368421052631579,0.9397590361445783,False,True,False,False,False,False,False,-1,Active
52.0,88.0,1.87,180.0,128.0,74.0,1.44,1058.0,32.2,1.7,4.0,2.0,27.54,25.165146272412706,Medium,734.7222222222223,106.0,0.019318181818181818,0.7111111111111111,True,False,True,False,False,False,False,-1,Active
43.0,76.3,1.66,188.0,164.0,58.0,0.84,606.0,25.7,1.8,3.0,1.0,28.19,27.689069531136596,Medium,721.4285714285714,130.0,0.0235910878112713,0.8723404255319149,True,False,True,False,False,False,False,-1,Active
31.0,85.9,1.7,162.0,143.0,56.0,2.0,1455.0,28.0,3.3,3.0,3.0,12.78,29.723183391003467,Long,727.5,106.0,0.038416763678696154,0.8827160493827161,False,False,False,True,False,False,False,-1,Active
28.0,93.7,1.77,192.0,142.0,57.0,1.45,1230.0,14.8,3.6,2.0,2.0,23.62,29.90839158607041,Medium,848.2758620689656,135.0,0.0384204909284952,0.7395833333333334,True,False,False,False,False,False,False,-1,Active
26.0,83.6,1.79,171.0,128.0,72.0,0.7,1247.0,25.4,3.2,3.0,1.0,27.91,26.091570175712366,Short,1781.4285714285716,99.0,0.038277511961722493,0.7485380116959064,True,False,True,False,False,False,False,0,Active
36.0,77.6,1.6,183.0,165.0,72.0,0.66,1208.0,25.6,1.7,3.0,1.0,12.44,30.312499999999993,Short,1830.3030303030303,111.0,0.021907216494845363,0.9016393442622951,False,False,False,False,False,False,False,-1,Active
28.0,44.7,1.68,166.0,160.0,62.0,0.99,1672.0,28.6,1.5,2.0,3.0,17.59,15.837585034013609,Medium,1688.888888888889,104.0,0.03355704697986577,0.963855421686747,False,False,False,True,False,False,False,-1,Active
40.0,79.9,1.51,175.0,169.0,64.0,1.44,1277.0,26.2,1.5,5.0,3.0,14.09,35.042322705144514,Medium,886.8055555555555,111.0,0.018773466833541926,0.9657142857142857,True,False,False,True,False,False,False,-1,Active
45.0,70.2,1.82,167.0,139.0,67.0,1.32,953.0,10.0,1.5,4.0,2.0,13.6,21.19309262166405,Medium,721.9696969696969,100.0,0.021367521367521368,0.8323353293413174,False,False,True,False,False,False,False,-1,Active
40.0,44.2,1.7,161.0,160.0,64.0,1.71,979.0,23.7,3.4,3.0,2.0,24.1,15.294117647058826,Long,572.514619883041,97.0,0.07692307692307691,0.9937888198757764,False,False,False,True,False,False,False,-1,Active
49.0,90.6,1.78,181.0,130.0,63.0,1.27,1002.0,28.2,2.3,3.0,2.0,15.66,28.594874384547403,Medium,788.9763779527559,118.0,0.025386313465783666,0.7182320441988951,True,False,True,False,False,False,False,0,Active
40.0,56.8,1.54,166.0,167.0,71.0,1.06,1225.0,27.6,1.7,4.0,1.0,12.32,23.950075898127846,Medium,1155.6603773584905,95.0,0.029929577464788734,1.0060240963855422,False,False,False,True,False,False,False,-1,Active
51.0,48.7,1.5,168.0,140.0,58.0,0.93,1108.0,27.3,3.2,2.0,2.0,12.32,21.644444444444446,Medium,1191.3978494623655,110.0,0.06570841889117043,0.8333333333333334,False,False,False,False,False,False,False,0,Active
41.0,72.3,1.66,165.0,142.0,74.0,1.4,758.0,25.6,3.6,4.0,1.0,23.85,26.237480040644506,Medium,541.4285714285714,91.0,0.049792531120331954,0.8606060606060606,False,False,False,False,False,False,False,-1,Active
43.0,68.0,1.78,183.0,120.0,58.0,2.0,1030.0,22.8,1.5,4.0,2.0,17.25,21.461936624163616,Long,515.0,125.0,0.022058823529411766,0.6557377049180327,False,True,False,False,False,False,False,-1,Active
44.0,46.7,1.81,191.0,132.0,58.0,1.45,1113.0,10.0,3.5,4.0,3.0,23.21,14.254754128384361,Medium,767.5862068965517,133.0,0.07494646680942184,0.6910994764397905,True,False,False,False,False,False,False,-1,Active
30.0,59.4,1.87,190.0,122.0,50.0,1.77,1337.0,25.5,2.8,4.0,1.0,23.2,16.986473733878576,Long,755.367231638418,140.0,0.04713804713804714,0.6421052631578947,True,False,False,True,False,False,False,-1,Active
18.0,75.9,1.7,183.0,151.0,51.0,1.01,1289.0,30.1,3.2,2.0,1.0,24.94,26.262975778546718,Medium,1276.2376237623762,132.0,0.04216073781291173,0.825136612021858,False,True,False,False,False,False,False,0,Active
47.0,45.1,1.73,193.0,152.0,57.0,1.25,918.0,29.7,2.8,3.0,3.0,14.58,15.068996625346653,Medium,734.4,136.0,0.06208425720620842,0.7875647668393783,False,False,False,False,False,False,False,-1,Active
25.0,64.6,1.51,194.0,127.0,55.0,1.4,1155.0,26.9,3.5,2.0,3.0,17.74,28.33209069777641,Medium,825.0,139.0,0.0541795665634675,0.654639175257732,False,False,False,False,False,False,False,-1,Active
18.0,68.7,1.6,163.0,135.0,61.0,1.05,367.0,23.1,3.6,3.0,,33.26,26.835937499999996,Medium,349.5238095238095,102.0,0.05240174672489083,0.8282208588957055,False,False,False,True,False,False,False,-1,Active
45.0,61.1,1.74,171.0,164.0,69.0,1.16,1019.0,19.6,2.8,3.0,1.0,16.37,20.18100145329634,Medium,878.4482758620691,102.0,0.04582651391162029,0.9590643274853801,False,False,False,True,False,False,False,-1,Active
47.0,70.1,1.71,199.0,139.0,74.0,1.15,1238.0,25.1,2.5,4.0,1.0,19.95,23.973188331452413,Medium,1076.5217391304348,125.0,0.03566333808844508,0.6984924623115578,False,False,False,False,False,False,False,2,Moderate
28.0,50.3,1.81,176.0,156.0,70.0,1.46,1143.0,31.8,1.9,3.0,1.0,26.47,15.35362168431977,Medium,782.8767123287671,106.0,0.03777335984095428,0.8863636363636364,True,False,True,False,False,False,False,-1,Active
18.0,66.8,1.62,161.0,169.0,74.0,1.57,1410.0,30.2,3.3,,,22.63,25.453436976070716,Long,898.0891719745223,87.0,0.04940119760479042,1.049689440993789,False,True,False,False,False,False,False,-1,Active
28.0,59.9,1.7,169.0,163.0,65.0,1.26,1474.0,11.7,2.9,4.0,1.0,33.85,20.72664359861592,Medium,1169.8412698412699,104.0,0.048414023372287146,0.9644970414201184,True,False,False,True,False,False,False,-1,Active
41.0,52.8,1.68,192.0,132.0,59.0,1.47,1709.0,29.6,3.5,4.0,1.0,12.32,18.70748299319728,Medium,1162.5850340136055,133.0,0.06628787878787878,0.6875,True,False,False,False,False,False,False,-1,Active
51.0,62.7,1.73,198.0,140.0,50.0,1.98,1656.0,18.2,3.6,4.0,2.0,33.87,20.94958067426242,Long,836.3636363636364,148.0,0.05741626794258373,0.7070707070707071,False,False,True,False,False,False,False,-1,Active
34.0,76.4,1.84,164.0,161.0,69.0,1.2,978.0,17.0,3.0,3.0,1.0,21.69,22.56616257088847,Medium,815.0,95.0,0.03926701570680628,0.9817073170731707,True,False,False,False,False,False,False,-1,Active
52.0,54.7,1.93,193.0,135.0,62.0,2.0,416.0,31.9,3.2,2.0,2.0,34.32,14.684957985449275,Long,208.0,131.0,0.05850091407678245,0.6994818652849741,True,False,False,False,False,False,False,-1,Active
18.0,49.0,1.72,190.0,153.0,60.0,0.72,862.0,24.4,2.8,4.0,3.0,17.26,16.563007030827475,Short,1197.2222222222222,130.0,0.05714285714285714,0.8052631578947368,False,True,False,False,False,False,False,-1,Active
30.0,46.3,1.59,166.0,133.0,54.0,1.33,1001.0,23.8,2.2,2.0,2.0,17.74,18.314148965626355,Medium,752.6315789473683,112.0,0.04751619870410368,0.8012048192771084,True,False,True,False,False,False,False,0,Active
35.0,68.2,1.7,178.0,137.0,52.0,2.0,1181.0,23.5,3.3,3.0,2.0,31.92,23.59861591695502,Long,590.5,126.0,0.04838709677419355,0.7696629213483146,False,True,False,False,False,False,False,0,Active
36.0,85.1,1.67,184.0,131.0,53.0,1.03,608.0,19.7,2.1,4.0,2.0,20.8,30.513822654093012,Medium,590.2912621359224,131.0,0.02467685076380729,0.7119565217391305,False,False,False,True,False,False,False,2,Moderate
,59.8,2.0,188.0,144.0,70.0,2.0,1337.0,32.9,3.1,3.0,1.0,14.17,14.95,Long,668.5,118.0,0.05183946488294315,0.7659574468085106,False,True,False,False,False,False,False,0,Active
56.0,63.7,1.74,161.0,158.0,65.0,1.94,1297.0,28.6,3.2,3.0,3.0,14.53,21.039767472585545,Long,668.5567010309278,96.0,0.05023547880690738,0.9813664596273292,False,False,False,True,False,False,False,-1,Active
34.0,40.0,1.68,183.0,167.0,64.0,1.45,1642.0,28.2,2.3,3.0,2.0,17.03,14.172335600907031,Medium,1132.4137931034484,119.0,0.057499999999999996,0.912568306010929,True,False,False,True,False,False,False,0,Active
56.0,64.7,1.78,199.0,129.0,62.0,1.1,941.0,11.5,2.4,3.0,2.0,13.72,20.42040146446156,Medium,855.4545454545454,137.0,0.03709428129829984,0.6482412060301508,True,True,False,False,False,False,False,-1,Active
28.0,56.5,1.73,198.0,136.0,74.0,1.23,991.0,14.5,3.6,5.0,1.0,13.82,18.878011293394366,Medium,805.6910569105692,124.0,0.06371681415929203,0.6868686868686869,True,False,True,False,False,False,False,0,Active
18.0,56.9,1.74,180.0,149.0,59.0,0.89,1441.0,22.0,3.2,2.0,2.0,19.82,18.79376403752147,Medium,1619.1011235955057,121.0,0.0562390158172232,0.8277777777777777,True,False,False,False,False,False,False,-1,Active
18.0,115.8,1.68,177.0,150.0,74.0,1.11,629.0,24.2,3.6,5.0,2.0,20.56,41.02891156462586,Medium,566.6666666666666,103.0,0.031088082901554407,0.847457627118644,True,False,True,False,False,False,False,0,Active
45.0,46.0,1.76,165.0,135.0,69.0,1.05,1121.0,24.0,1.5,5.0,2.0,28.92,14.850206611570249,Medium,1067.6190476190475,96.0,0.03260869565217391,0.8181818181818182,True,False,False,True,False,False,False,-1,Active
47.0,46.9,1.91,162.0,145.0,53.0,1.17,733.0,23.8,1.5,3.0,2.0,14.88,12.856007236643732,Medium,626.4957264957266,109.0,0.031982942430703626,0.8950617283950617,False,True,False,False,False,False,False,-1,Active
19.0,97.4,1.75,173.0,144.0,56.0,1.27,917.0,27.1,3.2,4.0,2.0,28.45,31.804081632653062,Medium,722.0472440944882,117.0,0.03285420944558522,0.8323699421965318,True,True,False,False,False,False,False,0,Active
42.0,117.7,1.71,198.0,149.0,74.0,0.89,943.0,23.7,1.8,4.0,1.0,26.89,40.251701378201844,Medium,1059.5505617977528,124.0,0.015293118096856415,0.7525252525252525,True,False,False,False,False,False,False,-1,Active
24.0,91.2,1.66,167.0,129.0,60.0,1.27,314.0,30.8,3.4,5.0,1.0,21.76,33.09624038321963,Medium,247.24409448818898,107.0,0.03728070175438596,0.7724550898203593,False,True,False,False,False,False,False,0,Active
18.0,100.3,1.83,168.0,125.0,74.0,1.21,746.0,23.3,3.4,5.0,1.0,,29.95013287945295,Medium,616.5289256198347,94.0,0.03389830508474576,0.7440476190476191,False,False,False,True,False,False,False,0,Active
28.0,51.1,1.66,161.0,154.0,65.0,0.86,944.0,31.1,3.3,5.0,2.0,19.67,18.544055741036438,Medium,1097.6744186046512,96.0,0.06457925636007827,0.9565217391304348,True,True,False,False,False,False,False,-1,Active
18.0,79.0,1.64,191.0,150.0,74.0,1.37,1741.0,16.9,1.9,4.0,,30.73,29.372397382510414,Medium,1270.802919708029,117.0,0.024050632911392405,0.7853403141361257,True,False,False,True,False,False,False,0,Active
44.0,65.0,1.57,165.0,168.0,70.0,1.02,1232.0,27.9,3.6,3.0,1.0,32.75,26.370238143535232,Medium,1207.8431372549019,95.0,0.055384615384615386,1.018181818181818,False,False,False,False,False,False,False,-1,Active
24.0,86.3,1.71,191.0,150.0,50.0,1.33,1166.0,33.3,1.8,3.0,1.0,18.7,29.513354536438566,Medium,876.6917293233082,141.0,0.02085747392815759,0.7853403141361257,True,False,False,True,False,False,False,-1,Active
39.0,43.3,1.68,184.0,128.0,51.0,1.5,712.0,13.2,1.5,2.0,2.0,17.06,15.34155328798186,Medium,474.6666666666667,133.0,0.034642032332563515,0.6956521739130435,True,False,False,False,False,False,False,-1,Active
52.0,40.0,1.71,165.0,157.0,74.0,1.64,1001.0,18.6,2.8,4.0,2.0,17.27,13.679422728360864,Long,610.3658536585366,91.0,0.06999999999999999,0.9515151515151515,True,True,False,False,False,False,False,-1,Active
18.0,59.9,1.76,179.0,169.0,66.0,1.26,1024.0,,2.1,3.0,1.0,18.69,19.33755165289256,Medium,812.6984126984127,113.0,0.03505843071786311,0.9441340782122905,False,False,False,False,False,False,False,-1,Active
24.0,62.8,1.68,177.0,163.0,53.0,2.0,1005.0,25.9,2.9,4.0,1.0,19.91,22.25056689342404,Long,502.5,124.0,0.04617834394904459,0.9209039548022598,False,True,False,False,False,False,False,-1,Active
59.0,72.8,1.65,172.0,165.0,55.0,1.17,1104.0,15.4,3.4,3.0,1.0,14.86,26.740128558310378,Medium,943.5897435897436,117.0,0.046703296703296704,0.9593023255813954,False,True,False,False,False,False,False,-1,Active
29.0,65.0,1.77,194.0,152.0,66.0,1.34,715.0,25.2,1.8,2.0,1.0,23.25,20.747550193111813,Medium,533.5820895522388,128.0,0.027692307692307693,0.7835051546391752,False,True,False,False,False,False,False,-1,Active
18.0,74.2,1.85,177.0,151.0,66.0,2.0,1104.0,28.0,1.5,3.0,1.0,,21.68005843681519,Long,552.0,111.0,0.02021563342318059,0.8531073446327684,False,True,False,False,False,False,False,-1,Active
46.0,61.2,1.79,190.0,157.0,72.0,1.05,947.0,22.6,2.5,3.0,1.0,17.28,19.100527449205707,Medium,901.9047619047618,118.0,0.04084967320261438,0.8263157894736842,False,False,True,False,False,False,False,0,Active
27.0,63.3,1.9,183.0,148.0,67.0,0.58,933.0,20.0,3.2,4.0,2.0,22.45,17.534626038781163,Short,1608.6206896551726,116.0,0.05055292259083729,0.8087431693989071,False,True,False,False,False,False,False,0,Active
40.0,95.3,1.86,171.0,130.0,67.0,1.46,796.0,10.0,2.0,4.0,1.0,22.23,27.546537171927387,Medium,545.2054794520548,104.0,0.020986358866736624,0.7602339181286549,False,False,False,False,True,False,False,-1,Active
42.0,73.6,1.73,182.0,159.0,66.0,1.65,1265.0,23.2,2.4,2.0,2.0,,24.591533295465933,Long,766.6666666666667,116.0,0.03260869565217391,0.8736263736263736,False,False,False,False,False,False,False,0,Active
35.0,124.8,1.75,176.0,161.0,59.0,1.2,1240.0,10.0,3.3,3.0,2.0,28.03,40.751020408163264,Medium,1033.3333333333335,117.0,0.026442307692307692,0.9147727272727273,True,False,False,True,False,False,False,-1,Active
18.0,75.4,1.97,177.0,136.0,67.0,0.76,1371.0,29.7,3.1,2.0,1.0,15.43,19.428483083820765,Medium,1803.9473684210527,110.0,0.04111405835543766,0.768361581920904,True,True,False,False,False,False,False,0,Active
46.0,49.8,1.91,160.0,146.0,65.0,2.0,1009.0,29.4,3.0,3.0,3.0,12.84,13.650941586031085,Long,504.5,95.0,0.06024096385542169,0.9125,True,True,False,False,False,False,False,-1,Active
18.0,61.0,1.67,163.0,139.0,70.0,1.22,361.0,27.4,3.4,2.0,3.0,17.17,21.872422819032593,Medium,295.9016393442623,93.0,0.05573770491803279,0.852760736196319,True,False,True,False,False,False,False,-1,Active
47.0,100.2,1.67,196.0,151.0,73.0,1.48,953.0,24.5,3.2,3.0,,26.79,35.92814371257485,Medium,643.918918918919,123.0,0.03193612774451098,0.7704081632653061,True,False,False,False,False,False,False,0,Active
33.0,73.0,1.69,196.0,135.0,67.0,1.93,881.0,10.0,2.2,2.0,2.0,23.54,25.55932915514163,Long,456.47668393782385,129.0,0.030136986301369864,0.6887755102040817,False,False,False,True,False,False,False,2,Moderate
30.0,88.2,1.72,191.0,155.0,54.0,1.28,911.0,27.2,2.2,4.0,3.0,15.42,29.813412655489458,Medium,711.71875,137.0,0.024943310657596373,0.8115183246073299,True,False,True,False,False,False,False,0,Active
34.0,61.7,1.81,183.0,141.0,72.0,0.98,1443.0,31.4,2.6,4.0,3.0,20.6,18.833368944781906,Medium,1472.4489795918369,111.0,0.04213938411669368,0.7704918032786885,False,True,False,False,False,False,False,-1,Active
30.0,120.0,1.79,187.0,141.0,51.0,2.0,1508.0,,2.5,4.0,1.0,21.36,37.452014606285694,Long,754.0,136.0,0.020833333333333332,0.7540106951871658,True,False,False,True,False,False,False,-1,Active
30.0,45.4,1.73,197.0,151.0,50.0,1.27,1200.0,23.1,3.6,4.0,3.0,17.33,15.169233853453171,Medium,944.8818897637796,147.0,0.07929515418502203,0.766497461928934,True,False,False,False,False,False,False,-1,Active
30.0,40.0,1.87,186.0,140.0,56.0,1.57,848.0,26.6,2.6,5.0,1.0,12.87,11.438702851096684,Long,540.1273885350319,130.0,0.065,0.7526881720430108,True,False,False,False,False,False,False,-1,Active
22.0,129.9,1.62,185.0,141.0,52.0,1.62,571.0,27.2,1.8,4.0,2.0,12.32,49.49702789208961,Long,352.4691358024691,133.0,0.013856812933025403,0.7621621621621621,True,False,True,False,False,False,False,-1,Active
53.0,71.9,2.0,191.0,161.0,74.0,1.6,1286.0,29.0,3.7,5.0,2.0,12.32,17.975,Long,803.75,117.0,0.05146036161335188,0.8429319371727748,False,False,False,False,False,False,False,-1,Active
44.0,115.6,1.5,186.0,145.0,55.0,1.65,1075.0,25.1,3.5,2.0,1.0,18.41,51.37777777777777,Long,651.5151515151515,131.0,0.030276816608996542,0.7795698924731183,False,True,False,False,False,False,False,-1,Active
26.0,64.7,1.61,197.0,137.0,74.0,1.48,1088.0,25.1,2.2,5.0,2.0,24.23,24.960456772501058,Medium,735.1351351351351,123.0,0.03400309119010819,0.6954314720812182,False,True,False,False,False,False,False,-1,Active
52.0,58.2,1.71,182.0,161.0,50.0,1.49,1364.0,28.7,3.5,3.0,2.0,21.89,19.90356006976506,Medium,915.4362416107383,132.0,0.060137457044673534,0.8846153846153846,True,True,False,False,False,False,False,0,Active
49.0,53.8,1.81,185.0,169.0,71.0,1.56,1345.0,25.3,2.4,4.0,2.0,19.34,16.4219651414792,Long,862.1794871794872,114.0,0.04460966542750929,0.9135135135135135,True,False,True,False,False,False,False,-1,Active
26.0,63.6,1.77,173.0,145.0,55.0,1.29,1586.0,18.9,2.8,3.0,1.0,22.45,20.300679881260173,Medium,1229.4573643410852,118.0,0.0440251572327044,0.838150289017341,False,False,True,False,False,False,False,0,Active
23.0,62.3,1.68,167.0,122.0,74.0,1.69,772.0,21.1,3.3,,1.0,12.98,22.0734126984127,Long,456.8047337278107,93.0,0.052969502407704656,0.7305389221556886,True,False,False,False,False,False,False,0,Active
41.0,65.7,1.57,170.0,169.0,71.0,1.13,708.0,26.5,1.9,5.0,1.0,12.32,26.654225323542537,Medium,626.5486725663717,99.0,0.0289193302891933,0.9941176470588236,False,False,False,True,False,False,False,-1,Active
59.0,65.5,1.78,168.0,139.0,56.0,1.26,505.0,22.8,2.0,2.0,2.0,28.6,20.67289483651054,Medium,400.7936507936508,112.0,0.030534351145038167,0.8273809523809523,False,False,True,False,False,False,False,0,Active
28.0,40.0,1.81,194.0,164.0,57.0,1.57,1070.0,21.3,3.4,3.0,1.0,37.33,12.209639510393455,Long,681.5286624203821,137.0,0.08499999999999999,0.845360824742268,False,False,False,True,False,False,False,0,Active
48.0,40.0,1.67,169.0,168.0,57.0,2.0,833.0,17.8,2.2,3.0,3.0,12.32,14.342572340349243,Long,416.5,112.0,0.05500000000000001,0.9940828402366864,True,False,True,False,False,False,False,-1,Active
54.0,76.8,1.79,189.0,132.0,64.0,1.32,815.0,20.7,2.1,4.0,1.0,20.66,23.969289348022844,Medium,617.4242424242424,125.0,0.027343750000000003,0.6984126984126984,False,False,True,False,False,False,False,-1,Active
28.0,88.5,1.64,160.0,163.0,50.0,1.25,1190.0,31.7,3.2,3.0,1.0,26.98,32.90452111838192,Medium,952.0,110.0,0.03615819209039548,1.01875,True,False,False,False,False,False,False,-1,Active
23.0,71.2,1.56,170.0,140.0,68.0,0.79,1014.0,21.8,3.5,4.0,1.0,13.25,29.25706771860618,Medium,1283.5443037974683,102.0,0.04915730337078651,0.8235294117647058,True,False,False,True,False,False,False,-1,Active
26.0,64.1,1.68,190.0,168.0,55.0,1.35,1175.0,28.1,3.4,2.0,2.0,39.84,22.711167800453516,Medium,870.3703703703703,135.0,0.0530421216848674,0.8842105263157894,False,False,True,False,False,False,False,0,Active
18.0,45.3,1.75,190.0,169.0,69.0,0.82,808.0,28.4,3.7,2.0,3.0,26.5,14.791836734693877,Medium,985.3658536585366,121.0,0.0816777041942605,0.8894736842105263,False,False,False,False,False,False,False,-1,Active
21.0,76.0,1.72,196.0,160.0,73.0,1.51,1306.0,28.8,3.5,3.0,3.0,12.32,25.689561925365066,Long,864.9006622516556,123.0,0.046052631578947366,0.8163265306122449,False,False,True,False,False,False,False,-1,Active
41.0,40.0,1.69,192.0,138.0,66.0,0.95,1556.0,26.0,2.6,4.0,1.0,19.94,14.00511186583103,Medium,1637.8947368421054,126.0,0.065,0.71875,False,False,False,True,False,False,False,-1,Active
30.0,129.9,1.78,189.0,120.0,74.0,1.51,828.0,20.0,1.5,2.0,1.0,30.83,40.99861128645373,Long,548.3443708609271,115.0,0.011547344110854504,0.6349206349206349,True,False,False,True,False,False,False,-1,Active
27.0,62.9,1.73,187.0,157.0,54.0,0.99,569.0,27.9,2.4,4.0,1.0,28.52,21.0164054930001,Medium,574.7474747474747,133.0,0.03815580286168521,0.839572192513369,False,False,True,False,False,False,False,-1,Active
28.0,69.3,1.99,183.0,154.0,62.0,1.97,827.0,14.4,1.5,4.0,2.0,18.72,17.499558091967373,Long,419.79695431472084,121.0,0.021645021645021648,0.8415300546448088,True,False,True,False,False,False,False,-1,Active
38.0,60.6,1.81,170.0,159.0,71.0,1.45,577.0,24.8,3.7,3.0,3.0,13.74,18.497603858246087,Medium,397.9310344827586,99.0,0.06105610561056106,0.9352941176470588,True,False,False,False,False,False,False,-1,Active
59.0,40.0,1.65,179.0,163.0,71.0,1.93,823.0,23.4,3.4,3.0,1.0,22.78,14.692378328741967,Long,426.42487046632124,108.0,0.08499999999999999,0.9106145251396648,False,False,False,False,False,False,False,0,Active
33.0,56.6,2.0,173.0,131.0,71.0,1.65,680.0,24.1,1.9,3.0,2.0,37.62,14.15,Long,412.1212121212121,102.0,0.03356890459363957,0.7572254335260116,False,False,False,False,False,False,False,0,Active
27.0,75.2,1.96,172.0,132.0,61.0,1.22,829.0,14.9,2.7,3.0,1.0,21.52,19.575177009579345,Medium,679.5081967213115,111.0,0.03590425531914894,0.7674418604651163,False,True,False,False,False,False,False,0,Active
25.0,42.2,1.82,185.0,140.0,56.0,0.86,373.0,17.9,3.5,4.0,2.0,29.27,12.74000724550175,Medium,433.72093023255815,129.0,0.08293838862559241,0.7567567567567568,True,False,True,False,False,False,False,-1,Active
29.0,57.0,1.7,168.0,160.0,61.0,0.74,976.0,17.7,2.8,4.0,3.0,12.32,19.723183391003463,Short,1318.918918918919,107.0,0.04912280701754386,0.9523809523809523,False,False,False,True,False,False,False,-1,Active
49.0,128.5,1.96,196.0,138.0,68.0,0.5,1165.0,26.1,3.4,2.0,1.0,22.89,33.44960433152853,Short,2330.0,128.0,0.026459143968871595,0.7040816326530612,True,False,False,False,False,False,False,-1,Active
